Postcode,Bedrooms,RentalUnitDesc,VUDate,VTDate,TENDate,RUUseType,HousingServiceCentre,VUDays,VTDays,TotalVAC,LGA,StateElectorate
4110,1,APARTMENT,6/03/2018,6/03/2018,21/03/2018,Public Housing,104,0,15,15,BRISBANE,ALGESTER
4110,1,APARTMENT,5/03/2018,5/03/2018,5/03/2018,Public Housing,104,0,0,0,BRISBANE,ALGESTER
4110,1,APARTMENT,1/03/2018,5/03/2018,5/03/2018,Public Housing,104,4,0,4,BRISBANE,ALGESTER
4110,1,APARTMENT,6/03/2018,6/03/2018,9/03/2018,Public Housing,104,0,3,3,BRISBANE,ALGESTER
4110,1,APARTMENT,6/03/2018,6/03/2018,15/03/2018,Public Housing,104,0,9,9,BRISBANE,ALGESTER
4110,1,APARTMENT,6/03/2018,6/03/2018,23/03/2018,Public Housing,104,0,17,17,BRISBANE,ALGESTER
4110,1,APARTMENT,6/03/2018,6/03/2018,22/03/2018,Public Housing,104,0,16,16,BRISBANE,ALGESTER
4110,1,APARTMENT,6/03/2018,6/03/2018,26/03/2018,Public Housing,104,0,20,20,BRISBANE,ALGESTER
4110,1,APARTMENT,2/03/2018,5/03/2018,6/03/2018,Public Housing,104,3,1,4,BRISBANE,ALGESTER
4110,1,APARTMENT,6/03/2018,6/03/2018,14/03/2018,Public Housing,104,0,8,8,BRISBANE,ALGESTER
4110,1,APARTMENT,6/03/2018,6/03/2018,10/03/2018,Public Housing,104,0,4,4,BRISBANE,ALGESTER
4110,1,APARTMENT,1/05/2018,1/05/2018,1/05/2018,Public Housing,104,0,0,0,BRISBANE,ALGESTER
4034,3,DETACHED HOUSE,6/12/2017,21/12/2017,2/01/2018,Public Housing,105,15,12,27,BRISBANE,NUDGEE
4034,3,DETACHED HOUSE,10/08/2017,8/09/2017,19/09/2017,Public Housing,105,29,11,40,BRISBANE,NUDGEE
4034,2,DETACHED HOUSE,24/11/2017,6/12/2017,12/03/2018,Public Housing,105,12,96,108,BRISBANE,NUDGEE
4034,1,APARTMENT,25/05/2017,13/07/2017,14/07/2017,Public Housing,105,49,1,50,BRISBANE,NUDGEE
4034,1,APARTMENT,1/05/2018,15/05/2018,17/05/2018,Public Housing,105,14,2,16,BRISBANE,NUDGEE
4077,4,DETACHED HOUSE,6/09/2017,6/09/2017,6/09/2017,Public Housing,104,0,0,0,BRISBANE,INALA
4077,3,DETACHED HOUSE,3/04/2018,24/04/2018,27/04/2018,Public Housing,104,21,3,24,BRISBANE,INALA
4172,1,APARTMENT,21/06/2018,22/06/2018,25/06/2018,Public Housing,109,1,3,4,BRISBANE,BULIMBA
4172,1,APARTMENT,1/05/2018,1/05/2018,3/05/2018,Public Housing,109,0,2,2,BRISBANE,BULIMBA
4121,3,DETACHED HOUSE,20/03/2018,18/04/2018,9/05/2018,Public Housing,107,29,21,50,BRISBANE,GREENSLOPES
4121,3,DETACHED HOUSE,20/03/2018,12/04/2018,9/05/2018,Public Housing,107,23,27,50,BRISBANE,GREENSLOPES
4032,2,DETACHED HOUSE,9/10/2017,10/10/2017,10/10/2017,Public Housing,105,1,0,1,BRISBANE,STAFFORD
4032,3,DETACHED HOUSE,7/11/2017,8/11/2017,27/11/2017,Public Housing,105,1,19,20,BRISBANE,STAFFORD
4032,3,DETACHED HOUSE,20/11/2017,15/12/2017,2/02/2018,Public Housing,105,25,49,74,BRISBANE,STAFFORD
4032,3,DETACHED HOUSE,22/11/2017,15/02/2018,16/02/2018,Public Housing,105,85,1,86,BRISBANE,STAFFORD
4053,3,DETACHED HOUSE,21/07/2017,15/08/2017,8/09/2017,Public Housing,105,25,24,49,BRISBANE,STAFFORD
4053,3,DETACHED HOUSE,8/05/2018,9/05/2018,9/05/2018,Public Housing,105,1,0,1,BRISBANE,STAFFORD
4110,3,DETACHED HOUSE,30/05/2018,30/05/2018,30/05/2018,Public Housing,104,0,0,0,BRISBANE,ALGESTER
4110,2,DETACHED HOUSE,13/11/2017,21/11/2017,22/11/2017,Public Housing,104,8,1,9,BRISBANE,ALGESTER
4110,3,DETACHED HOUSE,15/12/2017,18/12/2017,20/12/2017,Public Housing,104,3,2,5,BRISBANE,ALGESTER
4077,3,DETACHED HOUSE,21/11/2017,6/12/2017,8/12/2017,Public Housing,104,15,2,17,BRISBANE,INALA
4077,4,DETACHED HOUSE,12/06/2017,14/07/2017,14/07/2017,Public Housing,104,32,0,32,BRISBANE,INALA
4077,3,DETACHED HOUSE,7/02/2018,8/02/2018,8/02/2018,Public Housing,104,1,0,1,BRISBANE,INALA
4077,4,DETACHED HOUSE,9/11/2017,7/12/2017,8/12/2017,Public Housing,104,28,1,29,BRISBANE,INALA
4077,1,SENIOR UNIT,17/01/2018,31/01/2018,1/02/2018,Public Housing,104,14,1,15,BRISBANE,INALA
4077,4,DETACHED HOUSE,15/02/2018,5/03/2018,6/03/2018,Public Housing,104,18,1,19,BRISBANE,INALA
4054,4,DETACHED HOUSE,11/09/2017,25/09/2017,26/09/2017,Public Housing,108,14,1,15,BRISBANE,FERNY GROVE
4077,3,DETACHED HOUSE,4/05/2018,9/05/2018,9/05/2018,Public Housing,104,5,0,5,BRISBANE,INALA
4077,3,DETACHED HOUSE,6/03/2018,28/03/2018,29/03/2018,Public Housing,104,22,1,23,BRISBANE,INALA
4077,3,DETACHED HOUSE,6/09/2017,20/09/2017,21/09/2017,Public Housing,104,14,1,15,BRISBANE,INALA
4077,3,DETACHED HOUSE,3/11/2017,23/11/2017,23/11/2017,Public Housing,104,20,0,20,BRISBANE,INALA
4077,3,DETACHED HOUSE,16/01/2018,6/02/2018,7/02/2018,Public Housing,104,21,1,22,BRISBANE,INALA
4178,3,DETACHED HOUSE,24/01/2018,2/02/2018,19/02/2018,Public Housing,109,9,17,26,BRISBANE,LYTTON
4178,3,DETACHED HOUSE,13/11/2017,17/11/2017,5/01/2018,Public Housing,109,4,49,53,BRISBANE,LYTTON
4178,4,DETACHED HOUSE,16/02/2018,23/04/2018,30/04/2018,Public Housing,109,66,7,73,BRISBANE,LYTTON
4054,4,DETACHED HOUSE,14/09/2017,2/11/2017,3/11/2017,Public Housing,108,49,1,50,BRISBANE,FERNY GROVE
4054,3,DETACHED HOUSE,22/05/2018,31/05/2018,6/06/2018,Public Housing,108,9,6,15,BRISBANE,FERNY GROVE
4054,3,DETACHED HOUSE,22/05/2018,22/05/2018,22/05/2018,Public Housing,108,0,0,0,BRISBANE,FERNY GROVE
4054,3,DETACHED HOUSE,11/06/2018,19/06/2018,20/06/2018,Public Housing,108,8,1,9,BRISBANE,FERNY GROVE
4076,3,DETACHED HOUSE,18/12/2017,8/01/2018,8/01/2018,Public Housing,104,21,0,21,BRISBANE,INALA
4076,3,DETACHED HOUSE,31/01/2018,31/01/2018,31/01/2018,Public Housing,104,0,0,0,BRISBANE,INALA
4076,3,DETACHED HOUSE,12/12/2017,23/01/2018,25/01/2018,Public Housing,104,42,2,44,BRISBANE,INALA
4017,3,DETACHED HOUSE,15/11/2017,7/12/2017,20/12/2017,Public Housing,105,22,13,35,BRISBANE,SANDGATE
4034,1,SENIOR UNIT,8/06/2017,26/06/2017,7/07/2017,Public Housing,105,18,11,29,BRISBANE,NUDGEE
4171,1,SENIOR UNIT,20/11/2017,27/11/2017,11/12/2017,Public Housing,109,7,14,21,BRISBANE,BULIMBA
4171,1,SENIOR UNIT,19/12/2017,11/01/2018,24/01/2018,Public Housing,109,23,13,36,BRISBANE,BULIMBA
4171,1,SENIOR UNIT,24/05/2018,5/06/2018,15/06/2018,Public Housing,109,12,10,22,BRISBANE,BULIMBA
4120,1,SENIOR UNIT,1/02/2018,8/03/2018,8/03/2018,Public Housing,107,35,0,35,BRISBANE,GREENSLOPES
4120,1,SENIOR UNIT,17/10/2017,2/11/2017,1/12/2017,Public Housing,107,16,29,45,BRISBANE,GREENSLOPES
4120,1,SENIOR UNIT,3/07/2017,14/07/2017,17/07/2017,Public Housing,107,11,3,14,BRISBANE,GREENSLOPES
4120,1,SENIOR UNIT,7/02/2018,20/02/2018,9/03/2018,Public Housing,107,13,17,30,BRISBANE,GREENSLOPES
4104,1,SENIOR UNIT,4/12/2017,5/12/2017,5/12/2017,Public Housing,107,1,0,1,BRISBANE,MILLER
4104,1,SENIOR UNIT,9/10/2017,23/10/2017,15/11/2017,Public Housing,107,14,23,37,BRISBANE,MILLER
4104,1,SENIOR UNIT,13/09/2017,27/09/2017,3/10/2017,Public Housing,107,14,6,20,BRISBANE,MILLER
4104,1,SENIOR UNIT,11/05/2018,24/05/2018,25/05/2018,Public Housing,107,13,1,14,BRISBANE,MILLER
4104,1,SENIOR UNIT,1/12/2017,12/12/2017,13/12/2017,Public Housing,107,11,1,12,BRISBANE,MILLER
4104,1,SENIOR UNIT,22/03/2018,9/04/2018,14/05/2018,Public Housing,107,18,35,53,BRISBANE,MILLER
4012,1,SENIOR UNIT,18/09/2017,13/10/2017,10/11/2017,Public Housing,105,25,28,53,BRISBANE,NUDGEE
4077,3,DETACHED HOUSE,9/03/2018,27/04/2018,27/04/2018,Public Housing,104,49,0,49,BRISBANE,INALA
4051,1,SENIOR UNIT,2/03/2018,26/03/2018,28/03/2018,Public Housing,108,24,2,26,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,6/04/2018,19/04/2018,24/04/2018,Public Housing,108,13,5,18,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,19/02/2018,20/03/2018,5/04/2018,Public Housing,108,29,16,45,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,10/07/2017,19/07/2017,19/07/2017,Public Housing,108,9,0,9,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,1/06/2017,13/06/2017,10/07/2017,Public Housing,108,12,27,39,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,25/07/2017,8/08/2017,21/08/2017,Public Housing,108,14,13,27,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,24/10/2017,1/11/2017,2/11/2017,Public Housing,108,8,1,9,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,7/03/2018,22/03/2018,22/03/2018,Public Housing,108,15,0,15,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,11/08/2017,23/08/2017,30/08/2017,Public Housing,108,12,7,19,BRISBANE,FERNY GROVE
4051,1,SENIOR UNIT,31/08/2017,8/09/2017,22/09/2017,Public Housing,108,8,14,22,BRISBANE,FERNY GROVE
4012,1,SENIOR UNIT,19/07/2017,7/08/2017,4/10/2017,Public Housing,105,19,58,77,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,3/01/2018,17/01/2018,2/03/2018,Public Housing,105,14,44,58,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,24/07/2017,3/08/2017,22/08/2017,Public Housing,105,10,19,29,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,11/10/2017,20/10/2017,24/11/2017,Public Housing,105,9,35,44,BRISBANE,NUDGEE
4170,1,SENIOR UNIT,4/01/2018,16/01/2018,18/01/2018,Public Housing,109,12,2,14,BRISBANE,BULIMBA
4170,1,SENIOR UNIT,28/08/2017,11/09/2017,26/09/2017,Public Housing,109,14,15,29,BRISBANE,BULIMBA
4005,1,SENIOR UNIT,29/06/2017,10/07/2017,18/07/2017,Public Housing,108,11,8,19,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,8/02/2018,16/02/2018,19/02/2018,Public Housing,108,8,3,11,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,7/07/2017,19/07/2017,31/07/2017,Public Housing,108,12,12,24,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,28/08/2017,5/09/2017,15/09/2017,Public Housing,108,8,10,18,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,28/08/2017,28/08/2017,28/08/2017,Public Housing,108,0,0,0,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,5/04/2018,18/04/2018,19/04/2018,Public Housing,108,13,1,14,BRISBANE,MCCONNEL
4051,3,APARTMENT,27/04/2018,15/05/2018,18/05/2018,Public Housing,108,18,3,21,BRISBANE,STAFFORD
4051,2,APARTMENT,26/10/2017,7/11/2017,9/11/2017,Public Housing,108,12,2,14,BRISBANE,STAFFORD
4051,3,APARTMENT,5/02/2018,19/02/2018,22/02/2018,Public Housing,108,14,3,17,BRISBANE,STAFFORD
4051,2,APARTMENT,13/09/2017,5/10/2017,6/10/2017,Public Housing,108,22,1,23,BRISBANE,STAFFORD
4051,1,APARTMENT,16/11/2017,4/12/2017,8/12/2017,Public Housing,108,18,4,22,BRISBANE,STAFFORD
4051,2,APARTMENT,16/11/2017,4/12/2017,7/12/2017,Public Housing,108,18,3,21,BRISBANE,STAFFORD
4101,1,SENIOR UNIT,2/03/2018,16/03/2018,21/03/2018,Public Housing,108,14,5,19,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,17/10/2017,1/11/2017,2/11/2017,Public Housing,108,15,1,16,BRISBANE,SOUTH BRISBANE
4064,1,SENIOR UNIT,13/09/2017,26/09/2017,27/09/2017,Public Housing,108,13,1,14,BRISBANE,COOPER
4064,1,SENIOR UNIT,28/07/2017,10/08/2017,18/08/2017,Public Housing,108,13,8,21,BRISBANE,COOPER
4061,3,DETACHED HOUSE,12/02/2018,9/03/2018,12/03/2018,Public Housing,108,25,3,28,BRISBANE,COOPER
4173,4,DETACHED HOUSE,30/08/2017,14/09/2017,21/09/2017,Public Housing,109,15,7,22,BRISBANE,CHATSWORTH
4077,3,DETACHED HOUSE,4/09/2017,26/09/2017,28/09/2017,Public Housing,104,22,2,24,BRISBANE,INALA
4179,1,SENIOR UNIT,17/08/2017,1/09/2017,10/10/2017,Public Housing,109,15,39,54,BRISBANE,LYTTON
4122,4,DETACHED HOUSE,17/10/2017,20/10/2017,6/11/2017,Public Housing,107,3,17,20,BRISBANE,MANSFIELD
4017,1,SENIOR UNIT,18/08/2017,1/09/2017,12/09/2017,Public Housing,105,14,11,25,BRISBANE,SANDGATE
4179,3,ATTACHED HOUSING,7/09/2017,26/09/2017,11/10/2017,Public Housing,109,19,15,34,BRISBANE,LYTTON
4179,2,ATTACHED HOUSING,13/11/2017,7/12/2017,8/12/2017,Public Housing,109,24,1,25,BRISBANE,LYTTON
4179,2,ATTACHED HOUSING,21/08/2017,7/09/2017,12/09/2017,Public Housing,109,17,5,22,BRISBANE,LYTTON
4169,2,APARTMENT,12/06/2017,19/06/2017,3/07/2017,Public Housing,108,7,14,21,BRISBANE,SOUTH BRISBANE
4170,2,ATTACHED HOUSING,7/11/2017,20/12/2017,15/01/2018,Public Housing,109,43,26,69,BRISBANE,BULIMBA
4170,2,ATTACHED HOUSING,12/12/2017,12/12/2017,12/12/2017,Public Housing,109,0,0,0,BRISBANE,BULIMBA
4170,2,ATTACHED HOUSING,12/12/2017,5/01/2018,29/01/2018,Public Housing,109,24,24,48,BRISBANE,BULIMBA
4170,2,ATTACHED HOUSING,27/11/2017,20/12/2017,16/01/2018,Public Housing,109,23,27,50,BRISBANE,BULIMBA
4120,1,SENIOR UNIT,26/02/2018,7/03/2018,28/03/2018,Public Housing,107,9,21,30,BRISBANE,GREENSLOPES
4005,2,APARTMENT,8/11/2017,15/11/2017,17/11/2017,Public Housing,108,7,2,9,BRISBANE,MCCONNEL
4171,2,APARTMENT,1/05/2018,25/05/2018,5/06/2018,Public Housing,109,24,11,35,BRISBANE,BULIMBA
4005,1,SENIOR UNIT,11/07/2017,1/08/2017,22/08/2017,Public Housing,108,21,21,42,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,8/01/2018,24/01/2018,25/01/2018,Public Housing,108,16,1,17,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,11/08/2017,21/08/2017,31/08/2017,Public Housing,108,10,10,20,BRISBANE,MCCONNEL
4005,1,SENIOR UNIT,26/09/2017,5/10/2017,6/10/2017,Public Housing,108,9,1,10,BRISBANE,MCCONNEL
4017,1,SENIOR UNIT,28/11/2017,15/12/2017,25/01/2018,Public Housing,105,17,41,58,BRISBANE,SANDGATE
4122,1,SENIOR UNIT,8/05/2018,29/05/2018,21/06/2018,Public Housing,107,21,23,44,BRISBANE,MANSFIELD
4171,1,APARTMENT,22/02/2018,22/02/2018,22/02/2018,Public Housing,109,0,0,0,BRISBANE,BULIMBA
4171,2,APARTMENT,18/09/2017,4/10/2017,9/10/2017,Public Housing,109,16,5,21,BRISBANE,BULIMBA
4171,2,APARTMENT,16/01/2018,2/02/2018,16/02/2018,Public Housing,109,17,14,31,BRISBANE,BULIMBA
4171,2,APARTMENT,10/10/2017,23/10/2017,3/11/2017,Public Housing,109,13,11,24,BRISBANE,BULIMBA
4170,1,APARTMENT,4/10/2017,24/10/2017,1/11/2017,Public Housing,109,20,8,28,BRISBANE,BULIMBA
4006,2,APARTMENT,21/02/2018,7/03/2018,8/03/2018,Public Housing,108,14,1,15,BRISBANE,MCCONNEL
4101,2,APARTMENT,20/11/2017,4/12/2017,6/12/2017,Public Housing,108,14,2,16,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,31/07/2017,10/08/2017,25/08/2017,Public Housing,108,10,15,25,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,22/08/2017,6/09/2017,18/09/2017,Public Housing,108,15,12,27,BRISBANE,SOUTH BRISBANE
4101,2,APARTMENT,1/05/2018,22/05/2018,22/05/2018,Public Housing,108,21,0,21,BRISBANE,SOUTH BRISBANE
4017,2,APARTMENT,8/06/2017,26/06/2017,6/07/2017,Public Housing,105,18,10,28,BRISBANE,SANDGATE
4077,2,DUPLEX,14/12/2017,22/12/2017,22/12/2017,Public Housing,104,8,0,8,BRISBANE,INALA
4170,2,APARTMENT,28/07/2017,7/08/2017,28/08/2017,Public Housing,109,10,21,31,BRISBANE,BULIMBA
4171,2,APARTMENT,12/12/2017,11/01/2018,15/01/2018,Public Housing,109,30,4,34,BRISBANE,BULIMBA
4017,2,APARTMENT,17/04/2018,1/05/2018,11/05/2018,Public Housing,105,14,10,24,BRISBANE,SANDGATE
4017,2,APARTMENT,20/09/2017,29/09/2017,2/11/2017,Public Housing,105,9,34,43,BRISBANE,SANDGATE
4000,2,APARTMENT,23/08/2017,11/09/2017,18/09/2017,Public Housing,108,19,7,26,BRISBANE,MCCONNEL
4169,2,ATTACHED HOUSING,30/05/2018,18/06/2018,20/06/2018,Public Housing,108,19,2,21,BRISBANE,SOUTH BRISBANE
4169,2,ATTACHED HOUSING,13/12/2017,9/01/2018,15/01/2018,Public Housing,108,27,6,33,BRISBANE,SOUTH BRISBANE
4169,2,ATTACHED HOUSING,8/12/2017,4/01/2018,9/01/2018,Public Housing,108,27,5,32,BRISBANE,SOUTH BRISBANE
4178,1,SENIOR UNIT,4/04/2018,16/04/2018,16/04/2018,Public Housing,109,12,0,12,BRISBANE,LYTTON
4169,1,SENIOR UNIT,12/06/2018,25/06/2018,25/06/2018,Public Housing,108,13,0,13,BRISBANE,SOUTH BRISBANE
4169,1,SENIOR UNIT,16/05/2018,25/05/2018,28/05/2018,Public Housing,108,9,3,12,BRISBANE,SOUTH BRISBANE
4103,1,SENIOR UNIT,25/10/2017,10/11/2017,18/12/2017,Public Housing,107,16,38,54,BRISBANE,MILLER
4103,1,SENIOR UNIT,26/06/2017,30/06/2017,7/07/2017,Public Housing,107,4,7,11,BRISBANE,MILLER
4103,1,SENIOR UNIT,25/10/2017,6/11/2017,13/11/2017,Public Housing,107,12,7,19,BRISBANE,MILLER
4104,1,APARTMENT,20/03/2018,3/04/2018,9/04/2018,Public Housing,107,14,6,20,BRISBANE,MILLER
4053,1,SENIOR UNIT,20/06/2017,30/06/2017,4/07/2017,Public Housing,105,10,4,14,BRISBANE,EVERTON
4053,1,SENIOR UNIT,10/01/2018,24/01/2018,13/03/2018,Public Housing,105,14,48,62,BRISBANE,EVERTON
4053,1,SENIOR UNIT,18/05/2018,30/05/2018,11/06/2018,Public Housing,105,12,12,24,BRISBANE,EVERTON
4053,1,SENIOR UNIT,26/02/2018,13/03/2018,13/04/2018,Public Housing,105,15,31,46,BRISBANE,EVERTON
4017,1,SENIOR UNIT,16/02/2018,13/03/2018,13/04/2018,Public Housing,105,25,31,56,BRISBANE,SANDGATE
4121,1,SENIOR UNIT,8/03/2018,23/03/2018,30/04/2018,Public Housing,107,15,38,53,BRISBANE,GREENSLOPES
4121,1,SENIOR UNIT,29/08/2017,11/09/2017,20/09/2017,Public Housing,107,13,9,22,BRISBANE,GREENSLOPES
4171,1,SENIOR UNIT,21/12/2017,23/01/2018,13/02/2018,Public Housing,109,33,21,54,BRISBANE,BULIMBA
4169,2,APARTMENT,6/06/2018,21/06/2018,22/06/2018,Public Housing,108,15,1,16,BRISBANE,SOUTH BRISBANE
4169,2,APARTMENT,16/11/2017,29/11/2017,30/11/2017,Public Housing,108,13,1,14,BRISBANE,SOUTH BRISBANE
4169,2,APARTMENT,16/06/2017,21/06/2017,5/07/2017,Public Housing,108,5,14,19,BRISBANE,SOUTH BRISBANE
4169,2,APARTMENT,27/04/2018,1/06/2018,8/06/2018,Public Housing,108,35,7,42,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,8/02/2018,22/02/2018,26/02/2018,Public Housing,108,14,4,18,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,27/04/2018,30/05/2018,1/06/2018,Public Housing,108,33,2,35,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,20/11/2017,13/12/2017,13/12/2017,Public Housing,108,23,0,23,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,2/02/2018,2/03/2018,5/03/2018,Public Housing,108,28,3,31,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,2/02/2018,2/02/2018,2/02/2018,Public Housing,108,0,0,0,BRISBANE,SOUTH BRISBANE
4169,1,APARTMENT,15/08/2017,4/09/2017,19/09/2017,Public Housing,108,20,15,35,BRISBANE,SOUTH BRISBANE
4030,2,APARTMENT,29/01/2018,21/02/2018,21/02/2018,Public Housing,108,23,0,23,BRISBANE,CLAYFIELD
4030,2,APARTMENT,27/02/2018,27/02/2018,27/02/2018,Public Housing,108,0,0,0,BRISBANE,CLAYFIELD
4005,1,SENIOR UNIT,7/11/2017,15/11/2017,20/11/2017,Public Housing,108,8,5,13,BRISBANE,MCCONNEL
4102,1,SENIOR UNIT,1/06/2018,1/06/2018,1/06/2018,Public Housing,108,0,0,0,BRISBANE,SOUTH BRISBANE
4102,1,SENIOR UNIT,1/06/2018,4/06/2018,4/06/2018,Public Housing,108,3,0,3,BRISBANE,SOUTH BRISBANE
4102,1,SENIOR UNIT,4/06/2018,20/06/2018,27/06/2018,Public Housing,108,16,7,23,BRISBANE,SOUTH BRISBANE
4102,1,SENIOR UNIT,21/07/2017,3/08/2017,8/08/2017,Public Housing,108,13,5,18,BRISBANE,SOUTH BRISBANE
4102,1,SENIOR UNIT,27/04/2018,11/05/2018,14/05/2018,Public Housing,108,14,3,17,BRISBANE,SOUTH BRISBANE
4171,1,APARTMENT,22/02/2018,22/02/2018,22/02/2018,Public Housing,109,0,0,0,BRISBANE,BULIMBA
4171,1,APARTMENT,19/02/2018,6/03/2018,15/03/2018,Public Housing,109,15,9,24,BRISBANE,BULIMBA
4152,1,SENIOR UNIT,29/01/2018,12/02/2018,5/03/2018,Public Housing,107,14,21,35,BRISBANE,CHATSWORTH
4152,1,SENIOR UNIT,31/07/2017,15/08/2017,23/08/2017,Public Housing,107,15,8,23,BRISBANE,CHATSWORTH
4034,3,ATTACHED HOUSING,18/09/2017,29/09/2017,22/11/2017,Public Housing,105,11,54,65,BRISBANE,NUDGEE
4034,2,ATTACHED HOUSING,22/09/2017,9/10/2017,1/11/2017,Public Housing,105,17,23,40,BRISBANE,NUDGEE
4034,3,ATTACHED HOUSING,9/06/2017,28/06/2017,7/07/2017,Public Housing,105,19,9,28,BRISBANE,NUDGEE
4034,2,ATTACHED HOUSING,28/11/2017,11/12/2017,2/02/2018,Public Housing,105,13,53,66,BRISBANE,NUDGEE
4034,3,CLUSTER HOUSING,12/06/2017,22/06/2017,4/07/2017,Public Housing,105,10,12,22,BRISBANE,NUDGEE
4102,1,APARTMENT,7/11/2017,20/11/2017,23/11/2017,Public Housing,107,13,3,16,BRISBANE,SOUTH BRISBANE
4102,1,APARTMENT,11/01/2018,31/01/2018,27/02/2018,Public Housing,107,20,27,47,BRISBANE,SOUTH BRISBANE
4122,1,SENIOR UNIT,8/06/2017,20/06/2017,12/07/2017,Public Housing,107,12,22,34,BRISBANE,MANSFIELD
4122,1,SENIOR UNIT,26/09/2017,20/10/2017,7/11/2017,Public Housing,107,24,18,42,BRISBANE,MANSFIELD
4122,1,SENIOR UNIT,3/08/2017,18/08/2017,5/09/2017,Public Housing,107,15,18,33,BRISBANE,MANSFIELD
4012,1,SENIOR UNIT,14/03/2018,29/03/2018,6/04/2018,Public Housing,105,15,8,23,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,14/09/2017,27/09/2017,4/12/2017,Public Housing,105,13,68,81,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,1/12/2017,15/12/2017,31/01/2018,Public Housing,105,14,47,61,BRISBANE,NUDGEE
4077,1,APARTMENT,30/06/2017,20/07/2017,20/07/2017,Public Housing,104,20,0,20,BRISBANE,INALA
4077,1,APARTMENT,30/06/2017,18/07/2017,18/07/2017,Public Housing,104,18,0,18,BRISBANE,INALA
4077,1,APARTMENT,30/06/2017,20/07/2017,20/07/2017,Public Housing,104,20,0,20,BRISBANE,INALA
4077,1,APARTMENT,30/06/2017,17/07/2017,17/07/2017,Public Housing,104,17,0,17,BRISBANE,INALA
4077,1,APARTMENT,30/06/2017,15/08/2017,15/08/2017,Public Housing,104,46,0,46,BRISBANE,INALA
4077,1,APARTMENT,30/06/2017,25/07/2017,25/07/2017,Public Housing,104,25,0,25,BRISBANE,INALA
4103,1,SENIOR UNIT,14/12/2017,8/01/2018,9/01/2018,Public Housing,107,25,1,26,BRISBANE,MILLER
4103,1,SENIOR UNIT,20/10/2017,2/11/2017,14/12/2017,Public Housing,107,13,42,55,BRISBANE,MILLER
4012,1,SENIOR UNIT,11/12/2017,11/12/2017,11/12/2017,Public Housing,105,0,0,0,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,12/12/2017,4/01/2018,22/01/2018,Public Housing,105,23,18,41,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,21/02/2018,21/02/2018,21/02/2018,Public Housing,105,0,0,0,BRISBANE,NUDGEE
4012,1,SENIOR UNIT,21/02/2018,5/03/2018,3/04/2018,Public Housing,105,12,29,41,BRISBANE,NUDGEE
4178,1,SENIOR UNIT,28/11/2017,8/12/2017,11/12/2017,Public Housing,109,10,3,13,BRISBANE,LYTTON
4178,1,SENIOR UNIT,16/10/2017,27/10/2017,1/12/2017,Public Housing,109,11,35,46,BRISBANE,LYTTON
4178,1,SENIOR UNIT,16/04/2018,12/06/2018,19/06/2018,Public Housing,109,57,7,64,BRISBANE,LYTTON
4178,1,SENIOR UNIT,29/05/2018,12/06/2018,13/06/2018,Public Housing,109,14,1,15,BRISBANE,LYTTON
4178,1,SENIOR UNIT,18/06/2018,26/06/2018,26/06/2018,Public Housing,109,8,0,8,BRISBANE,LYTTON
4178,1,SENIOR UNIT,6/12/2017,20/12/2017,7/02/2018,Public Housing,109,14,49,63,BRISBANE,LYTTON
4178,1,SENIOR UNIT,23/05/2018,11/06/2018,21/06/2018,Public Housing,109,19,10,29,BRISBANE,LYTTON
4102,1,APARTMENT,13/03/2018,27/03/2018,20/04/2018,Public Housing,107,14,24,38,BRISBANE,SOUTH BRISBANE
4102,1,APARTMENT,28/11/2017,6/12/2017,10/01/2018,Public Housing,107,8,35,43,BRISBANE,SOUTH BRISBANE
